t,x,y
9.310000,11.044553,4.346718
9.320000,10.913330,4.434297
9.330000,10.778937,4.522139
9.340000,10.641519,4.610154
9.350000,10.501229,4.698251
9.360000,10.358224,4.786336
9.370000,10.212670,4.874314
9.380000,10.064738,4.962088
9.390000,9.914603,5.049561
9.400000,9.762447,5.136634
9.410000,9.608453,5.223209
9.420000,9.452809,5.309188
9.430000,9.295705,5.394472
9.440000,9.137333,5.478965
9.450000,8.977885,5.562572
9.460000,8.817554,5.645196
9.470000,8.656532,5.726747
9.480000,8.495010,5.807134
9.490000,8.333178,5.886270
9.500000,8.171222,5.964069
9.510000,8.009326,6.040451
9.520000,7.847668,6.115337
9.530000,7.686425,6.188652
9.540000,7.525766,6.260327
9.550000,7.365857,6.330295
9.560000,7.206855,6.398493
9.570000,7.048914,6.464864
9.580000,6.892178,6.529354
9.590000,6.736787,6.591916
9.600000,6.582873,6.652503
9.610000,6.430559,6.711079
9.620000,6.279962,6.767606
9.630000,6.131190,6.822057
9.640000,5.984345,6.874404
9.650000,5.839519,6.924629
9.660000,5.696797,6.972713
9.670000,5.556258,7.018645
9.680000,5.417970,7.062418
9.690000,5.281997,7.104028
9.700000,5.148393,7.143476
9.710000,5.017205,7.180765
9.720000,4.888476,7.215905
9.730000,4.762237,7.248905
9.740000,4.638518,7.279782
9.750000,4.517340,7.308552
9.760000,4.398717,7.335237
9.770000,4.282660,7.359860
9.780000,4.169173,7.382447
9.790000,4.058256,7.403026
9.800000,3.949902,7.421629
9.810000,3.844103,7.438287
9.820000,3.740844,7.453034
9.830000,3.640107,7.465906
9.840000,3.541871,7.476941
9.850000,3.446112,7.486177
9.860000,3.352802,7.493653
9.870000,3.261910,7.499409
9.880000,3.173405,7.503488
9.890000,3.087250,7.505929
9.900000,3.003410,7.506776
9.910000,2.921846,7.506071
9.920000,2.842518,7.503857
9.930000,2.765384,7.500177
9.940000,2.690402,7.495073
9.950000,2.617530,7.488589
9.960000,2.546722,7.480767
9.970000,2.477935,7.471649
9.980000,2.411123,7.461277
9.990000,2.346242,7.449694
10.000000,2.283245,7.436939
10.010000,2.222088,7.423055
10.020000,2.162725,7.408080
10.030000,2.105111,7.392055
10.040000,2.049201,7.375018
10.050000,1.994951,7.357007
10.060000,1.942317,7.338059
10.070000,1.891255,7.318212
10.080000,1.841722,7.297501
10.090000,1.793676,7.275961
10.100000,1.747074,7.253626
10.110000,1.701877,7.230531
10.120000,1.658044,7.206707
10.130000,1.615535,7.182186
10.140000,1.574311,7.156999
10.150000,1.534335,7.131177
10.160000,1.495569,7.104749
10.170000,1.457978,7.077744
10.180000,1.421525,7.050188
10.190000,1.386177,7.022110
10.200000,1.351899,6.993535
10.210000,1.318659,6.964488
10.220000,1.286424,6.934994
10.230000,1.255163,6.905078
10.240000,1.224847,6.874761
10.250000,1.195445,6.844066
10.260000,1.166930,6.813015
10.270000,1.139272,6.781629
10.280000,1.112445,6.749928
10.290000,1.086423,6.717931
10.300000,1.061180,6.685658
10.310000,1.036691,6.653126
10.320000,1.012933,6.620353
10.330000,0.989883,6.587356
10.340000,0.967517,6.554151
10.350000,0.945813,6.520755
10.360000,0.924752,6.487182
10.370000,0.904311,6.453447
10.380000,0.884472,6.419565
10.390000,0.865215,6.385548
10.400000,0.846522,6.351410
10.410000,0.828374,6.317164
10.420000,0.810754,6.282822
10.430000,0.793645,6.248395
10.440000,0.777031,6.213894
10.450000,0.760897,6.179332
10.460000,0.745226,6.144717
10.470000,0.730004,6.110060
10.480000,0.715218,6.075371
10.490000,0.700852,6.040659
10.500000,0.686894,6.005932
10.510000,0.673331,5.971200
10.520000,0.660151,5.936470
10.530000,0.647341,5.901750
10.540000,0.634889,5.867048
10.550000,0.622785,5.832371
10.560000,0.611018,5.797726
10.570000,0.599577,5.763120
10.580000,0.588452,5.728559
10.590000,0.577633,5.694049
10.600000,0.567111,5.659595
10.610000,0.556876,5.625205
10.620000,0.546920,5.590882
10.630000,0.537234,5.556632
10.640000,0.527810,5.522460
10.650000,0.518640,5.488371
10.660000,0.509715,5.454368
10.670000,0.501030,5.420457
10.680000,0.492576,5.386642
10.690000,0.484346,5.352926
10.700000,0.476334,5.319312
10.710000,0.468533,5.285806
10.720000,0.460936,5.252409
10.730000,0.453539,5.219126
10.740000,0.446334,5.185959
10.750000,0.439317,5.152911
10.760000,0.432481,5.119985
10.770000,0.425822,5.087183
10.780000,0.419334,5.054509
10.790000,0.413012,5.021964
10.800000,0.406851,4.989551
10.810000,0.400847,4.957272
10.820000,0.394996,4.925128
10.830000,0.389292,4.893122
10.840000,0.383731,4.861256
10.850000,0.378311,4.829531
10.860000,0.373026,4.797949
10.870000,0.367872,4.766511
10.880000,0.362847,4.735219
10.890000,0.357947,4.704074
10.900000,0.353167,4.673078
10.910000,0.348505,4.642230
10.920000,0.343958,4.611534
10.930000,0.339522,4.580988
10.940000,0.335194,4.550596
10.950000,0.330971,4.520356
10.960000,0.326851,4.490271
10.970000,0.322831,4.460341
10.980000,0.318907,4.430566
10.990000,0.315079,4.400947
11.000000,0.311342,4.371485
11.010000,0.307694,4.342180
11.020000,0.304134,4.313033
11.030000,0.300659,4.284044
11.040000,0.297266,4.255213
11.050000,0.293954,4.226540
11.060000,0.290721,4.198027
11.070000,0.287563,4.169672
11.080000,0.284481,4.141477
11.090000,0.281471,4.113441
11.100000,0.278531,4.085564
11.110000,0.275661,4.057847
11.120000,0.272858,4.030290
11.130000,0.270121,4.002891
11.140000,0.267447,3.975652
11.150000,0.264837,3.948573
11.160000,0.262286,3.921652
11.170000,0.259796,3.894891
11.180000,0.257363,3.868288
11.190000,0.254987,3.841844
11.200000,0.252666,3.815559
11.210000,0.250399,3.789431
11.220000,0.248185,3.763462
11.230000,0.246022,3.737649
11.240000,0.243910,3.711994
11.250000,0.241846,3.686496
11.260000,0.239831,3.661155
11.270000,0.237862,3.635969
11.280000,0.235939,3.610939
11.290000,0.234061,3.586065
11.300000,0.232226,3.561345
11.310000,0.230435,3.536780
11.320000,0.228685,3.512368
11.330000,0.226976,3.488110
11.340000,0.225307,3.464005
11.350000,0.223677,3.440052
11.360000,0.222085,3.416251
11.370000,0.220531,3.392602
11.380000,0.219014,3.369103
11.390000,0.217533,3.345754
11.400000,0.216086,3.322555
11.410000,0.214674,3.299506
11.420000,0.213296,3.276604
11.430000,0.211951,3.253851
11.440000,0.210639,3.231245
11.450000,0.209358,3.208785
11.460000,0.208108,3.186471
11.470000,0.206888,3.164303
11.480000,0.205699,3.142280
11.490000,0.204538,3.120401
11.500000,0.203407,3.098665
11.510000,0.202303,3.077072
11.520000,0.201228,3.055621
11.530000,0.200179,3.034312
11.540000,0.199157,3.013143
11.550000,0.198161,2.992115
11.560000,0.197191,2.971226
11.570000,0.196246,2.950476
11.580000,0.195325,2.929864
11.590000,0.194429,2.909389
11.600000,0.193557,2.889051
11.610000,0.192708,2.868849
11.620000,0.191883,2.848782
11.630000,0.191080,2.828850
11.640000,0.190299,2.809052
11.650000,0.189540,2.789387
11.660000,0.188803,2.769854
11.670000,0.188086,2.750454
11.680000,0.187391,2.731184
11.690000,0.186716,2.712045
11.700000,0.186061,2.693035
11.710000,0.185426,2.674154
11.720000,0.184811,2.655402
11.730000,0.184215,2.636777
11.740000,0.183638,2.618279
11.750000,0.183080,2.599906
11.760000,0.182540,2.581660
11.770000,0.182018,2.563538
11.780000,0.181514,2.545539
11.790000,0.181027,2.527664
11.800000,0.180559,2.509912
11.810000,0.180107,2.492281
11.820000,0.179672,2.474772
11.830000,0.179254,2.457383
11.840000,0.178852,2.440113
11.850000,0.178466,2.422963
11.860000,0.178097,2.405931
11.870000,0.177743,2.389016
11.880000,0.177405,2.372219
11.890000,0.177083,2.355537
11.900000,0.176776,2.338971
11.910000,0.176484,2.322520
11.920000,0.176207,2.306182
11.930000,0.175944,2.289958
11.940000,0.175696,2.273847
11.950000,0.175463,2.257848
11.960000,0.175244,2.241960
11.970000,0.175039,2.226183
11.980000,0.174848,2.210515
11.990000,0.174671,2.194957
12.000000,0.174507,2.179508
12.010000,0.174357,2.164166
12.020000,0.174221,2.148932
12.030000,0.174098,2.133804
12.040000,0.173988,2.118782
12.050000,0.173891,2.103865
12.060000,0.173807,2.089053
12.070000,0.173736,2.074345
12.080000,0.173678,2.059740
12.090000,0.173633,2.045237
12.100000,0.173600,2.030836
12.110000,0.173579,2.016537
12.120000,0.173571,2.002338
12.130000,0.173575,1.988239
12.140000,0.173591,1.974240
12.150000,0.173620,1.960339
12.160000,0.173660,1.946536
12.170000,0.173712,1.932831
12.180000,0.173777,1.919223
12.190000,0.173853,1.905710
12.200000,0.173941,1.892293
12.210000,0.174040,1.878971
12.220000,0.174151,1.865744
12.230000,0.174274,1.852610
12.240000,0.174408,1.839569
12.250000,0.174554,1.826620
12.260000,0.174711,1.813763
12.270000,0.174879,1.800998
12.280000,0.175059,1.788323
12.290000,0.175250,1.775738
12.300000,0.175452,1.763243
12.310000,0.175665,1.750836
12.320000,0.175889,1.738518
12.330000,0.176125,1.726287
12.340000,0.176371,1.714143
12.350000,0.176629,1.702086
12.360000,0.176898,1.690115
12.370000,0.177177,1.678229
12.380000,0.177468,1.666428
12.390000,0.177769,1.654711
12.400000,0.178082,1.643078
12.410000,0.178405,1.631528
12.420000,0.178739,1.620060
12.430000,0.179084,1.608675
12.440000,0.179440,1.597371
12.450000,0.179806,1.586147
12.460000,0.180184,1.575004
12.470000,0.180572,1.563941
12.480000,0.180971,1.552957
12.490000,0.181381,1.542052
12.500000,0.181802,1.531224
12.510000,0.182233,1.520475
12.520000,0.182676,1.509802
12.530000,0.183129,1.499207
12.540000,0.183593,1.488687
12.550000,0.184068,1.478243
12.560000,0.184553,1.467874
12.570000,0.185050,1.457579
12.580000,0.185557,1.447358
12.590000,0.186075,1.437211
12.600000,0.186604,1.427137
12.610000,0.187144,1.417136
12.620000,0.187695,1.407206
12.630000,0.188257,1.397348
12.640000,0.188830,1.387561
12.650000,0.189413,1.377844
12.660000,0.190008,1.368198
12.670000,0.190614,1.358621
12.680000,0.191231,1.349113
12.690000,0.191858,1.339674
12.700000,0.192497,1.330303
12.710000,0.193148,1.321000
12.720000,0.193809,1.311764
12.730000,0.194481,1.302595
12.740000,0.195165,1.293491
12.750000,0.195860,1.284454
12.760000,0.196567,1.275482
12.770000,0.197285,1.266575
12.780000,0.198014,1.257733
12.790000,0.198754,1.248955
12.800000,0.199506,1.240240
12.810000,0.200270,1.231588
12.820000,0.201045,1.222999
12.830000,0.201832,1.214472
12.840000,0.202631,1.206007
12.850000,0.203441,1.197604
12.860000,0.204263,1.189261
12.870000,0.205097,1.180979
12.880000,0.205943,1.172758
12.890000,0.206801,1.164596
12.900000,0.207671,1.156493
12.910000,0.208553,1.148449
12.920000,0.209447,1.140463
12.930000,0.210353,1.132536
12.940000,0.211271,1.124666
12.950000,0.212202,1.116854
12.960000,0.213146,1.109098
12.970000,0.214101,1.101399
12.980000,0.215069,1.093756
12.990000,0.216050,1.086169
13.000000,0.217044,1.078637
13.010000,0.218050,1.071160
13.020000,0.219069,1.063737
13.030000,0.220101,1.056369
13.040000,0.221146,1.049054
13.050000,0.222204,1.041793
13.060000,0.223275,1.034585
13.070000,0.224360,1.027429
13.080000,0.225457,1.020326
13.090000,0.226569,1.013274
13.100000,0.227693,1.006274
13.110000,0.228831,0.999326
13.120000,0.229983,0.992428
13.130000,0.231148,0.985580
13.140000,0.232328,0.978783
13.150000,0.233521,0.972035
13.160000,0.234728,0.965337
13.170000,0.235950,0.958688
13.180000,0.237185,0.952088
13.190000,0.238435,0.945536
13.200000,0.239700,0.939032
13.210000,0.240978,0.932576
13.220000,0.242272,0.926167
13.230000,0.243580,0.919805
13.240000,0.244903,0.913490
13.250000,0.246241,0.907221
13.260000,0.247594,0.900998
13.270000,0.248962,0.894821
13.280000,0.250345,0.888690
13.290000,0.251744,0.882603
13.300000,0.253159,0.876562
13.310000,0.254588,0.870564
13.320000,0.256034,0.864611
13.330000,0.257495,0.858702
13.340000,0.258973,0.852836
13.350000,0.260466,0.847014
13.360000,0.261976,0.841234
13.370000,0.263502,0.835497
13.380000,0.265045,0.829802
13.390000,0.266604,0.824150
13.400000,0.268179,0.818539
13.410000,0.269772,0.812969
13.420000,0.271382,0.807440
13.430000,0.273009,0.801953
13.440000,0.274653,0.796506
13.450000,0.276314,0.791099
13.460000,0.277993,0.785732
13.470000,0.279690,0.780405
13.480000,0.281404,0.775117
13.490000,0.283137,0.769869
13.500000,0.284887,0.764659
13.510000,0.286656,0.759488
13.520000,0.288443,0.754355
13.530000,0.290249,0.749261
13.540000,0.292073,0.744204
13.550000,0.293917,0.739184
13.560000,0.295779,0.734202
13.570000,0.297661,0.729257
13.580000,0.299562,0.724348
13.590000,0.301482,0.719477
13.600000,0.303422,0.714641
13.610000,0.305382,0.709841
13.620000,0.307362,0.705077
13.630000,0.309363,0.700348
13.640000,0.311383,0.695655
13.650000,0.313424,0.690997
13.660000,0.315486,0.686373
13.670000,0.317568,0.681784
13.680000,0.319672,0.677229
13.690000,0.321797,0.672707
13.700000,0.323943,0.668220
13.710000,0.326111,0.663766
13.720000,0.328301,0.659346
13.730000,0.330513,0.654958
13.740000,0.332747,0.650604
13.750000,0.335003,0.646282
13.760000,0.337282,0.641992
13.770000,0.339583,0.637734
13.780000,0.341908,0.633509
13.790000,0.344256,0.629315
13.800000,0.346627,0.625152
13.810000,0.349021,0.621021
13.820000,0.351440,0.616921
13.830000,0.353882,0.612851
13.840000,0.356349,0.608812
13.850000,0.358839,0.604804
13.860000,0.361355,0.600825
13.870000,0.363896,0.596877
13.880000,0.366461,0.592958
13.890000,0.369052,0.589069
13.900000,0.371668,0.585209
13.910000,0.374310,0.581378
13.920000,0.376978,0.577576
13.930000,0.379673,0.573803
13.940000,0.382393,0.570058
13.950000,0.385141,0.566342
13.960000,0.387915,0.562654
13.970000,0.390716,0.558993
13.980000,0.393545,0.555361
13.990000,0.396402,0.551756
14.000000,0.399286,0.548178
14.010000,0.402199,0.544627
14.020000,0.405140,0.541104
14.030000,0.408110,0.537607
14.040000,0.411108,0.534137
14.050000,0.414136,0.530693
14.060000,0.417193,0.527275
14.070000,0.420280,0.523883
14.080000,0.423397,0.520518
14.090000,0.426544,0.517178
14.100000,0.429722,0.513863
14.110000,0.432931,0.510574
14.120000,0.436170,0.507309
14.130000,0.439441,0.504070
14.140000,0.442744,0.500856
14.150000,0.446079,0.497666
14.160000,0.449446,0.494501
14.170000,0.452845,0.491360
14.180000,0.456278,0.488243
14.190000,0.459743,0.485150
14.200000,0.463242,0.482081
14.210000,0.466775,0.479035
14.220000,0.470342,0.476013
14.230000,0.473943,0.473015
14.240000,0.477579,0.470039
14.250000,0.481250,0.467086
14.260000,0.484956,0.464157
14.270000,0.488698,0.461249
14.280000,0.492476,0.458365
14.290000,0.496291,0.455503
14.300000,0.500141,0.452662
14.310000,0.504030,0.449845
14.320000,0.507955,0.447048
14.330000,0.511918,0.444274
14.340000,0.515919,0.441521
14.350000,0.519959,0.438790
14.360000,0.524037,0.436080
14.370000,0.528154,0.433392
14.380000,0.532311,0.430724
14.390000,0.536508,0.428077
14.400000,0.540745,0.425451
14.410000,0.545022,0.422846
14.420000,0.549341,0.420261
14.430000,0.553700,0.417696
14.440000,0.558102,0.415151
14.450000,0.562546,0.412627
14.460000,0.567032,0.410123
14.470000,0.571561,0.407638
14.480000,0.576133,0.405173
14.490000,0.580749,0.402728
14.500000,0.585409,0.400301
14.510000,0.590114,0.397895
14.520000,0.594864,0.395507
14.530000,0.599659,0.393138
14.540000,0.604500,0.390789
14.550000,0.609387,0.388458
14.560000,0.614320,0.386145
14.570000,0.619301,0.383852
14.580000,0.624329,0.381576
14.590000,0.629406,0.379319
14.600000,0.634530,0.377080
14.610000,0.639704,0.374859
14.620000,0.644926,0.372656
14.630000,0.650199,0.370471
14.640000,0.655522,0.368303
14.650000,0.660895,0.366153
14.660000,0.666320,0.364021
14.670000,0.671796,0.361906
14.680000,0.677325,0.359808
14.690000,0.682906,0.357727
14.700000,0.688540,0.355664
14.710000,0.694228,0.353617
14.720000,0.699970,0.351587
14.730000,0.705766,0.349573
14.740000,0.711618,0.347577
14.750000,0.717526,0.345596
14.760000,0.723489,0.343633
14.770000,0.729509,0.341685
14.780000,0.735587,0.339754
14.790000,0.741722,0.337838
14.800000,0.747916,0.335939
14.810000,0.754168,0.334055
14.820000,0.760480,0.332188
14.830000,0.766852,0.330336
14.840000,0.773284,0.328499
14.850000,0.779777,0.326678
14.860000,0.786332,0.324873
14.870000,0.792950,0.323082
14.880000,0.799630,0.321307
14.890000,0.806373,0.319547
14.900000,0.813181,0.317802
14.910000,0.820053,0.316072
14.920000,0.826990,0.314357
14.930000,0.833993,0.312657
14.940000,0.841062,0.310971
14.950000,0.848199,0.309300
14.960000,0.855403,0.307643
14.970000,0.862676,0.306001
14.980000,0.870017,0.304373
14.990000,0.877428,0.302760
15.000000,0.884909,0.301160
15.010000,0.892461,0.299575
15.020000,0.900085,0.298003
15.030000,0.907781,0.296446
15.040000,0.915550,0.294902
15.050000,0.923392,0.293372
15.060000,0.931309,0.291856
15.070000,0.939301,0.290353
15.080000,0.947368,0.288864
15.090000,0.955512,0.287389
15.100000,0.963732,0.285926
15.110000,0.972031,0.284478
15.120000,0.980408,0.283042
15.130000,0.988864,0.281619
15.140000,0.997401,0.280210
15.150000,1.006018,0.278814
15.160000,1.014716,0.277430
15.170000,1.023497,0.276060
15.180000,1.032361,0.274702
15.190000,1.041309,0.273357
15.200000,1.050341,0.272025
15.210000,1.059459,0.270705
15.220000,1.068663,0.269398
15.230000,1.077953,0.268104
15.240000,1.087332,0.266822
15.250000,1.096799,0.265552
15.260000,1.106356,0.264295
15.270000,1.116002,0.263050
15.280000,1.125740,0.261817
15.290000,1.135570,0.260596
15.300000,1.145493,0.259387
15.310000,1.155509,0.258191
15.320000,1.165620,0.257006
15.330000,1.175826,0.255834
15.340000,1.186128,0.254673
15.350000,1.196528,0.253524
15.360000,1.207026,0.252387
15.370000,1.217623,0.251261
15.380000,1.228319,0.250147
15.390000,1.239117,0.249045
15.400000,1.250016,0.247955
15.410000,1.261018,0.246876
15.420000,1.272123,0.245808
15.430000,1.283334,0.244752
15.440000,1.294649,0.243707
15.450000,1.306072,0.242674
15.460000,1.317602,0.241652
15.470000,1.329240,0.240641
15.480000,1.340988,0.239642
15.490000,1.352847,0.238653
15.500000,1.364817,0.237676
15.510000,1.376899,0.236710
15.520000,1.389096,0.235755
15.530000,1.401407,0.234811
15.540000,1.413834,0.233878
15.550000,1.426377,0.232956
15.560000,1.439039,0.232045
15.570000,1.451819,0.231145
15.580000,1.464720,0.230256
15.590000,1.477741,0.229378
15.600000,1.490885,0.228510
15.610000,1.504153,0.227653
15.620000,1.517544,0.226808
15.630000,1.531062,0.225972
15.640000,1.544706,0.225148
15.650000,1.558479,0.224334
15.660000,1.572380,0.223531
15.670000,1.586412,0.222738
15.680000,1.600575,0.221957
15.690000,1.614871,0.221185
15.700000,1.629301,0.220425
15.710000,1.643866,0.219675
15.720000,1.658568,0.218935
15.730000,1.673407,0.218206
15.740000,1.688385,0.217488
15.750000,1.703503,0.216780
15.760000,1.718762,0.216083
15.770000,1.734165,0.215396
15.780000,1.749711,0.214719
15.790000,1.765402,0.214053
15.800000,1.781240,0.213398
15.810000,1.797226,0.212753
15.820000,1.813362,0.212118
15.830000,1.829648,0.211494
15.840000,1.846085,0.210881
15.850000,1.862677,0.210278
15.860000,1.879423,0.209685
15.870000,1.896325,0.209103
15.880000,1.913384,0.208531
15.890000,1.930603,0.207970
15.900000,1.947982,0.207419
15.910000,1.965523,0.206879
15.920000,1.983227,0.206349
15.930000,2.001095,0.205830
15.940000,2.019130,0.205321
15.950000,2.037333,0.204823
15.960000,2.055704,0.204335
15.970000,2.074247,0.203858
15.980000,2.092961,0.203392
15.990000,2.111849,0.202936
16.000000,2.130913,0.202490
16.010000,2.150153,0.202056
16.020000,2.169572,0.201632
16.030000,2.189171,0.201219
16.040000,2.208951,0.200816
16.050000,2.228914,0.200424
16.060000,2.249063,0.200043
16.070000,2.269397,0.199673
16.080000,2.289920,0.199314
16.090000,2.310632,0.198966
16.100000,2.331536,0.198628
16.110000,2.352632,0.198302
16.120000,2.373923,0.197986
16.130000,2.395411,0.197682
16.140000,2.417097,0.197389
16.150000,2.438983,0.197107
16.160000,2.461070,0.196836
16.170000,2.483360,0.196576
16.180000,2.505856,0.196328
16.190000,2.528558,0.196091
16.200000,2.551469,0.195866
16.210000,2.574591,0.195652
16.220000,2.597924,0.195450
16.230000,2.621472,0.195259
16.240000,2.645236,0.195080
16.250000,2.669217,0.194913
16.260000,2.693418,0.194758
16.270000,2.717841,0.194615
16.280000,2.742486,0.194483
16.290000,2.767357,0.194364
16.300000,2.792455,0.194257
16.310000,2.817782,0.194163
16.320000,2.843341,0.194080
16.330000,2.869132,0.194011
16.340000,2.895157,0.193954
16.350000,2.921420,0.193909
16.360000,2.947922,0.193877
16.370000,2.974664,0.193859
16.380000,3.001649,0.193853
16.390000,3.028879,0.193860
16.400000,3.056355,0.193881
16.410000,3.084081,0.193915
16.420000,3.112057,0.193962
16.430000,3.140286,0.194024
16.440000,3.168771,0.194099
16.450000,3.197512,0.194187
16.460000,3.226512,0.194290
16.470000,3.255774,0.194408
16.480000,3.285299,0.194539
16.490000,3.315090,0.194685
16.500000,3.345148,0.194846
16.510000,3.375475,0.195021
16.520000,3.406075,0.195212
16.530000,3.436949,0.195418
16.540000,3.468098,0.195639
16.550000,3.499526,0.195876
16.560000,3.531235,0.196128
16.570000,3.563226,0.196397
16.580000,3.595502,0.196681
16.590000,3.628065,0.196983
16.600000,3.660917,0.197300
16.610000,3.694061,0.197635
16.620000,3.727499,0.197986
16.630000,3.761232,0.198355
16.640000,3.795263,0.198741
16.650000,3.829595,0.199145
16.660000,3.864230,0.199567
16.670000,3.899169,0.200008
16.680000,3.934415,0.200467
16.690000,3.969971,0.200944
16.700000,4.005838,0.201441
16.710000,4.042019,0.201957
16.720000,4.078516,0.202494
16.730000,4.115331,0.203050
16.740000,4.152467,0.203626
16.750000,4.189926,0.204223
16.760000,4.227709,0.204841
16.770000,4.265821,0.205481
16.780000,4.304261,0.206142
16.790000,4.343034,0.206825
16.800000,4.382140,0.207531
16.810000,4.421583,0.208259
16.820000,4.461364,0.209011
16.830000,4.501486,0.209787
16.840000,4.541951,0.210586
16.850000,4.582761,0.211410
16.860000,4.623919,0.212259
16.870000,4.665426,0.213134
16.880000,4.707284,0.214034
16.890000,4.749497,0.214961
16.900000,4.792065,0.215915
16.910000,4.834992,0.216896
16.920000,4.878279,0.217905
16.930000,4.921928,0.218943
16.940000,4.965942,0.220009
16.950000,5.010322,0.221106
16.960000,5.055071,0.222232
16.970000,5.100190,0.223389
16.980000,5.145682,0.224578
16.990000,5.191549,0.225799
17.000000,5.237791,0.227052
17.010000,5.284413,0.228340
17.020000,5.331414,0.229661
17.030000,5.378797,0.231017
17.040000,5.426564,0.232409
17.050000,5.474717,0.233837
17.060000,5.523257,0.235302
17.070000,5.572187,0.236806
17.080000,5.621506,0.238348
17.090000,5.671219,0.239930
17.100000,5.721324,0.241553
17.110000,5.771825,0.243217
17.120000,5.822723,0.244924
17.130000,5.874019,0.246675
17.140000,5.925714,0.248469
17.150000,5.977810,0.250310
17.160000,6.030308,0.252197
17.170000,6.083208,0.254131
17.180000,6.136513,0.256115
17.190000,6.190223,0.258148
17.200000,6.244338,0.260233
17.210000,6.298860,0.262370
17.220000,6.353789,0.264561
17.230000,6.409126,0.266807
17.240000,6.464872,0.269109
17.250000,6.521026,0.271469
17.260000,6.577590,0.273889
17.270000,6.634563,0.276369
17.280000,6.691945,0.278912
17.290000,6.749737,0.281518
17.300000,6.807938,0.284191
17.310000,6.866548,0.286930
17.320000,6.925567,0.289738
17.330000,6.984993,0.292617
17.340000,7.044827,0.295569
17.350000,7.105067,0.298596
17.360000,7.165712,0.301699
17.370000,7.226762,0.304880
17.380000,7.288214,0.308143
17.390000,7.350068,0.311488
17.400000,7.412320,0.314918
17.410000,7.474970,0.318436
17.420000,7.538016,0.322044
17.430000,7.601454,0.325744
17.440000,7.665283,0.329540
17.450000,7.729499,0.333432
17.460000,7.794099,0.337425
17.470000,7.859080,0.341522
17.480000,7.924439,0.345724
17.490000,7.990171,0.350035
17.500000,8.056273,0.354458
17.510000,8.122739,0.358997
17.520000,8.189565,0.363655
17.530000,8.256747,0.368435
17.540000,8.324278,0.373340
17.550000,8.392152,0.378375
17.560000,8.460365,0.383542
17.570000,8.528908,0.388847
17.580000,8.597776,0.394293
17.590000,8.666961,0.399885
17.600000,8.736455,0.405625
17.610000,8.806250,0.411520
17.620000,8.876337,0.417574
17.630000,8.946708,0.423791
17.640000,9.017353,0.430176
17.650000,9.088261,0.436735
17.660000,9.159423,0.443473
17.670000,9.230827,0.450395
17.680000,9.302460,0.457507
17.690000,9.374312,0.464814
17.700000,9.446369,0.472323
17.710000,9.518618,0.480040
17.720000,9.591043,0.487971
17.730000,9.663632,0.496123
17.740000,9.736367,0.504503
17.750000,9.809233,0.513118
17.760000,9.882213,0.521976
17.770000,9.955289,0.531083
17.780000,10.028442,0.540447
17.790000,10.101653,0.550078
17.800000,10.174901,0.559982
17.810000,10.248166,0.570170
17.820000,10.321425,0.580649
17.830000,10.394655,0.591429
17.840000,10.467833,0.602519
17.850000,10.540933,0.613930
17.860000,10.613929,0.625671
17.870000,10.686794,0.637752
17.880000,10.759500,0.650186
17.890000,10.832017,0.662982
17.900000,10.904315,0.676152
17.910000,10.976363,0.689708
17.920000,11.048126,0.703663
17.930000,11.119572,0.718028
17.940000,11.190664,0.732818
17.950000,11.261366,0.748044
17.960000,11.331638,0.763722
17.970000,11.401443,0.779864
17.980000,11.470738,0.796487
17.990000,11.539480,0.813604
18.000000,11.607627,0.831231
18.010000,11.675131,0.849383
18.020000,11.741947,0.868079
18.030000,11.808024,0.887333
18.040000,11.873314,0.907163
18.050000,11.937763,0.927586
18.060000,12.001318,0.948621
18.070000,12.063923,0.970287
18.080000,12.125522,0.992601
18.090000,12.186056,1.015583
18.100000,12.245463,1.039253
18.110000,12.303682,1.063632
18.120000,12.360649,1.088739
18.130000,12.416298,1.114595
18.140000,12.470561,1.141223
18.150000,12.523369,1.168643
18.160000,12.574651,1.196877
18.170000,12.624334,1.225949
18.180000,12.672345,1.255880
18.190000,12.718606,1.286693
18.200000,12.763041,1.318412
18.210000,12.805571,1.351059
18.220000,12.846115,1.384659
18.230000,12.884591,1.419235
18.240000,12.920916,1.454810
18.250000,12.955006,1.491408
18.260000,12.986776,1.529052
18.270000,13.016138,1.567767
18.280000,13.043007,1.607575
18.290000,13.067293,1.648499
18.300000,13.088909,1.690562
18.310000,13.107765,1.733786
18.320000,13.123774,1.778193
18.330000,13.136845,1.823803
18.340000,13.146891,1.870637
18.350000,13.153823,1.918715
18.360000,13.157554,1.968055
18.370000,13.157998,2.018674
18.380000,13.155069,2.070588
18.390000,13.148684,2.123813
18.400000,13.138762,2.178362
18.410000,13.125224,2.234246
18.420000,13.107992,2.291476
18.430000,13.086993,2.350060
18.440000,13.062157,2.410003
18.450000,13.033416,2.471310
18.460000,13.000709,2.533982
18.470000,12.963976,2.598017
18.480000,12.923165,2.663413
18.490000,12.878227,2.730162
18.500000,12.829120,2.798255
18.510000,12.775807,2.867679
18.520000,12.718258,2.938418
18.530000,12.656450,3.010454
18.540000,12.590366,3.083762
18.550000,12.519999,3.158316
18.560000,12.445346,3.234087
18.570000,12.366416,3.311040
18.580000,12.283224,3.389136
18.590000,12.195795,3.468335
18.600000,12.104162,3.548591
18.610000,12.008367,3.629853
18.620000,11.908462,3.712068
